-0.13525331,-0.79143524,-0.43830383,-0.22020519,0.8192891,0.97398174,0.6082667,0.63234437,-0.3717891,0.39231837,0.8620229,-0.4017378,-0.9533417,-0.48269105,0.5996504,0.13946009,0.06349623,-0.6560943,-0.3538803,0.60073626,-0.6165966,-0.09772587,0.21537638,0.09247184,-0.9819838,-0.74938416,0.30536604,0.9376068,0.61869264,0.9574108,0.44842684,-0.38967323,0.3000834,-0.31666648,0.39784384,0.49032664,0.77013874,0.9616269,0.40567434,0.6970135,-0.3605281,0.7038295,0.42247355,0.17640495,-0.97160184,-0.17261374,0.539145,-0.20515215,-0.12300694,0.74604046,
-0.568295,-0.7749474,0.8934996,0.655133,0.369094,-0.7949085,0.77397215,-0.9861696,-0.7498255,0.24044454,-0.6019721,0.452106,-0.093503356,0.9391016,-0.10586536,0.28048897,0.0023735762,0.8450868,-0.7237632,-0.22381973,0.8310646,0.16105032,0.22024989,-0.97712207,-0.6576927,0.2292105,-0.42680228,0.7883359,0.34691572,0.065502524,-0.068312645,-0.6273154,-0.8037797,-0.18461812,0.86208427,0.09997809,-0.7203338,0.35028756,-0.30153453,-0.89079225,0.9873589,-0.1232934,0.6137736,0.16270196,0.44146025,-0.18328214,0.8634001,-0.61506164,-0.56196165,0.17773366,
-0.568295,-0.7749474,0.8934996,0.655133,0.369094,-0.7949085,0.77397215,-0.9861696,-0.7498255,0.24044454,-0.6019721,0.452106,-0.093503356,0.9391016,-0.10586536,0.28048897,0.0023735762,0.8450868,-0.7237632,-0.22381973,0.8310646,0.16105032,0.22024989,-0.97712207,-0.6576927,0.2292105,-0.42680228,0.7883359,0.34691572,0.065502524,-0.068312645,-0.6273154,-0.8037797,-0.18461812,0.86208427,0.09997809,-0.7203338,0.35028756,-0.30153453,-0.89079225,0.9873589,-0.1232934,0.6137736,0.16270196,0.44146025,-0.18328214,0.8634001,-0.61506164,-0.56196165,0.17773366,
-0.13525331,-0.79143524,-0.43830383,-0.22020519,0.8192891,0.97398174,0.6082667,0.63234437,-0.3717891,0.39231837,0.8620229,-0.4017378,-0.9533417,-0.48269105,0.5996504,0.13946009,0.06349623,-0.6560943,-0.22083765,0.60073626,-0.6165966,-0.09772587,0.21537638,0.09247184,-0.9819838,-0.74938416,0.30536604,0.9376068,0.61869264,0.9574108,0.44842684,-0.38967323,0.3000834,-0.31666648,0.39784384,0.49032664,0.77013874,0.9616269,0.40567434,0.6970135,-0.3605281,0.7038295,0.42247355,0.17640495,-0.97160184,-0.17261374,0.539145,-0.20515215,-0.12300694,0.74604046,
-0.13525331,-0.79143524,-0.43830383,-0.22020519,0.8192891,0.97398174,0.6082667,0.63234437,-0.3717891,0.54628694,0.8620229,-0.4017378,-0.9533417,-0.48269105,0.5996504,0.13946009,0.06349623,-0.6560943,-0.3538803,0.60073626,-0.6165966,-0.09772587,0.21537638,0.09247184,-0.9819838,-0.74938416,0.30536604,0.9376068,0.61869264,0.9574108,0.44842684,-0.38967323,0.3000834,-0.31666648,0.39784384,0.49032664,0.77013874,0.9616269,0.40567434,0.6970135,-0.3605281,0.7038295,0.42247355,0.17640495,-0.97160184,-0.17261374,0.539145,-0.20515215,-0.13284886,0.6897024,
-0.13525331,-0.79143524,-0.43830383,-0.22020519,0.8192891,0.97398174,0.6082667,0.63234437,-0.3717891,0.54628694,0.8620229,-0.4017378,-0.9533417,-0.48269105,0.5996504,0.13946009,0.06349623,-0.6560943,-0.3538803,0.60073626,-0.6165966,-0.09772587,0.21537638,0.09247184,-0.9819838,-0.74938416,0.30536604,0.9376068,0.61869264,0.9574108,0.44842684,-0.38967323,0.3000834,-0.31666648,0.39784384,0.49032664,0.77013874,0.9616269,0.40567434,0.6970135,-0.3605281,0.7038295,0.42247355,0.17640495,-0.97160184,-0.17261374,0.539145,-0.20515215,-0.13284886,0.6897024,
-0.6258371,-0.7692268,-0.13731551,-0.029708385,-0.7671969,0.4783678,0.20220065,0.30466998,-0.7880299,-0.093137026,0.9172877,-0.20975244,0.36946273,0.8106123,-0.94398904,-0.12650132,-0.12929046,-0.58855283,0.89869666,-0.1491667,0.01648283,-0.77548903,-0.33997393,0.68846,-0.0693264,0.6384957,-0.30644798,0.60688055,0.6380756,-0.6475743,-0.41169143,0.92994916,0.4480524,0.9142889,-0.11766815,-0.039568543,-0.18193054,-0.0042920113,0.70416284,-0.036748648,0.18868625,-0.17284012,-0.7729212,0.97387826,0.4279635,0.06774688,0.39948165,0.018613935,-0.076500535,-0.049565196,
-0.70225406,-0.5765401,0.4819578,0.08205259,0.8836801,-0.7348226,0.38859582,-0.559675,-0.27887642,-0.83944046,0.23659503,0.5790471,0.78935385,-0.5562712,-0.6549649,-0.3664738,0.123144746,0.34951305,0.32231414,0.56332815,0.7597418,-0.6525581,-0.170874,-0.9840394,-0.13575912,-0.7070993,-0.024712205,0.34448504,0.7562344,0.73171484,0.7795689,-0.7104304,0.52275133,0.8807274,0.29361618,-0.40824288,0.13238883,-0.6242008,-0.41596937,0.3998556,0.2150451,-0.22451091,0.73571944,-0.44082928,0.22404814,-0.23049122,0.12113142,0.50713897,-0.13284886,0.6897024,
0.8715323,-0.22481155,0.06265843,0.48809266,-0.9284611,-0.8075141,-0.9926301,-0.02873826,-0.6309155,0.4864297,-0.3825178,0.21267223,0.23090994,0.44848835,0.15742922,0.11457741,-0.49135768,-0.073348284,-0.47885203,-0.44325376,0.8428849,0.30572057,0.02962172,0.72524357,0.360559,0.63262117,0.03891027,-0.08498466,0.42280388,-0.3118893,0.7795689,-0.40815365,0.52275133,0.8807274,0.29361618,-0.3786713,0.13238883,-0.6242008,-0.41596937,0.3998556,0.2150451,-0.22451091,0.73571944,-0.44082928,0.22404814,-0.09565008,0.12113142,0.61945456,-0.13284886,0.6897024,
-0.9980923,-0.72746444,-0.59698045,-0.62973166,-0.6657094,-0.052958727,0.99802375,-0.0042979717,0.72556245,-0.9287933,-0.7319975,0.80170393,0.7330464,0.30954456,0.18739688,0.15533662,-0.79429376,-0.49431348,-0.16417003,0.8102747,0.2822814,-0.7274995,-0.8800281,0.052101612,0.49074113,0.4557222,-0.36948633,0.11675036,0.83270764,0.46108544,0.14241427,0.2689376,0.6716902,-0.5975779,0.46021855,-0.79566395,-0.07853079,-0.05030918,0.8219739,0.19915509,0.4627412,0.9582635,0.8446431,0.74602485,0.11649895,0.031938672,0.1177094,-0.98588717,-0.12300694,0.74604046,
